timestamp|paslon_01|paslon_02|c1_url|pemilih_terdaftar|jumlah_suara_sah|pengguna_hak_pilih|jumlah_suara|jumlah_suara_tdk_sah|tps|kelurahan|kecamatan|kabupaten|wilayah|b+c+i|checker o|b+c|checker q
4/21/2019 11:45|22|75|https://pemilu2019.kpu.go.id/img/c/900/044/900044449/11683-05-C1-PPWP-X9.jpg, https://pemilu2019.kpu.go.id/img/c/900/044/900044449/11683-05-C1-PPWP-X10.jpg|150|97|98|98|1|TPS 05|BULAN BULAN|LIMA PULUH|BATU BARA|SUMATERA UTARA|98|0|97|0
4/21/2019 11:45|122|52|https://pemilu2019.kpu.go.id/img/c/900/044/900044450/11683-06-C1-PPWP-X11.jpg, https://pemilu2019.kpu.go.id/img/c/900/044/900044450/11683-06-C1-PPWP-X12.jpg|242|174|176|176|2|TPS 06|BULAN BULAN|LIMA PULUH|BATU BARA|SUMATERA UTARA|176|0|174|0
4/21/2019 11:45|58|100|https://pemilu2019.kpu.go.id/img/c/900/044/900044451/11683-07-C1-PPWP-X13.jpg, https://pemilu2019.kpu.go.id/img/c/900/044/900044451/11683-07-C1-PPWP-X14.jpg|236|158|161|161|3|TPS 07|BULAN BULAN|LIMA PULUH|BATU BARA|SUMATERA UTARA|161|0|158|0
4/21/2019 11:45|25|56|https://pemilu2019.kpu.go.id/img/c/900/044/900044452/11683-08-C1-PPWP-X15.jpg, https://pemilu2019.kpu.go.id/img/c/900/044/900044452/11683-08-C1-PPWP-X16.jpg|151|81|81|81|0|TPS 08|BULAN BULAN|LIMA PULUH|BATU BARA|SUMATERA UTARA|81|0|81|0
4/21/2019 11:45|28|115|https://pemilu2019.kpu.go.id/img/c/900/044/900044453/11683-09-C1-PPWP-X17.jpg, https://pemilu2019.kpu.go.id/img/c/900/044/900044453/11683-09-C1-PPWP-X18.jpg|240|143|146|146|3|TPS 09|BULAN BULAN|LIMA PULUH|BATU BARA|SUMATERA UTARA|146|0|143|0
4/21/2019 11:45|49|84|https://pemilu2019.kpu.go.id/img/c/900/044/900044454/11683-10-C1-PPWP-X19.jpg, https://pemilu2019.kpu.go.id/img/c/900/044/900044454/11683-10-C1-PPWP-X20.jpg|191|133|137|137|4|TPS 10|BULAN BULAN|LIMA PULUH|BATU BARA|SUMATERA UTARA|137|0|133|0
4/21/2019 11:45|103|1|https://pemilu2019.kpu.go.id/img/c/900/044/900044455/11684-1-C1-PPWP-X1.jpg, https://pemilu2019.kpu.go.id/img/c/900/044/900044455/11684-1-C1-PPWP-X2.jpg|153|104|104|104|0|TPS 1|CAHAYA PARDOMUAN|LIMA PULUH|BATU BARA|SUMATERA UTARA|104|0|104|0
4/21/2019 11:45|110|4|https://pemilu2019.kpu.go.id/img/c/900/044/900044456/11684-2-C1-PPWP-X3.jpg, https://pemilu2019.kpu.go.id/img/c/900/044/900044456/11684-2-C1-PPWP-X4.jpg|180|114|114|114|0|TPS 2|CAHAYA PARDOMUAN|LIMA PULUH|BATU BARA|SUMATERA UTARA|114|0|114|0
4/21/2019 11:45|108|6|https://pemilu2019.kpu.go.id/img/c/900/044/900044457/11684-3-C1-PPWP-X5.jpg, https://pemilu2019.kpu.go.id/img/c/900/044/900044457/11684-3-C1-PPWP-X6.jpg|183|114|116|116|2|TPS 3|CAHAYA PARDOMUAN|LIMA PULUH|BATU BARA|SUMATERA UTARA|116|0|114|0
4/21/2019 11:45|112|6|https://pemilu2019.kpu.go.id/img/c/900/044/900044458/11684-4-C1-PPWP-X7.jpg, https://pemilu2019.kpu.go.id/img/c/900/044/900044458/11684-4-C1-PPWP-X8.jpg|173|118|118|118|0|TPS 4|CAHAYA PARDOMUAN|LIMA PULUH|BATU BARA|SUMATERA UTARA|118|0|118|0
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 5|CAHAYA PARDOMUAN|LIMA PULUH|BATU BARA|SUMATERA UTARA||||
4/21/2019 11:45|114|5|https://pemilu2019.kpu.go.id/img/c/900/044/900044460/11684-6-C1-PPWP-X9.jpg, https://pemilu2019.kpu.go.id/img/c/900/044/900044460/11684-6-C1-PPWP-X10.jpg|184|119|120|120|1|TPS 6|CAHAYA PARDOMUAN|LIMA PULUH|BATU BARA|SUMATERA UTARA|120|0|119|0
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 01|EMPAT NEGERI|LIMA PULUH|BATU BARA|SUMATERA UTARA||||
4/21/2019 11:45|83|83|https://pemilu2019.kpu.go.id/img/c/900/044/900044462/11685-02-C1-PPWP-X1.jpg, https://pemilu2019.kpu.go.id/img/c/900/044/900044462/11685-02-C1-PPWP-X2.jpg|230|166|172|234|68|TPS 02|EMPAT NEGERI|LIMA PULUH|BATU BARA|SUMATERA UTARA|234|0|166|0
4/21/2019 11:45|64|78|https://pemilu2019.kpu.go.id/img/c/900/044/900044463/11685-03-C1-PPWP-X3.jpg, https://pemilu2019.kpu.go.id/img/c/900/044/900044463/11685-03-C1-PPWP-X4.jpg|197|142|143|143|1|TPS 03|EMPAT NEGERI|LIMA PULUH|BATU BARA|SUMATERA UTARA|143|0|142|0
4/21/2019 11:45|80|108|https://pemilu2019.kpu.go.id/img/c/900/044/900044464/11685-04-C1-PPWP-X5.jpg, https://pemilu2019.kpu.go.id/img/c/900/044/900044464/11685-04-C1-PPWP-X6.jpg|287|188|194|194|6|TPS 04|EMPAT NEGERI|LIMA PULUH|BATU BARA|SUMATERA UTARA|194|0|188|0
4/21/2019 11:45|99|53|https://pemilu2019.kpu.go.id/img/c/900/044/900044465/11685-05-C1-PPWP-X7.jpg, https://pemilu2019.kpu.go.id/img/c/900/044/900044465/11685-05-C1-PPWP-X8.jpg|206|152|154|154|2|TPS 05|EMPAT NEGERI|LIMA PULUH|BATU BARA|SUMATERA UTARA|154|0|152|0
4/21/2019 11:45|58|67|https://pemilu2019.kpu.go.id/img/c/900/044/900044466/11685-06-C1-PPWP-X9.jpg, https://pemilu2019.kpu.go.id/img/c/900/044/900044466/11685-06-C1-PPWP-X10.jpg|170|125|127|127|2|TPS 06|EMPAT NEGERI|LIMA PULUH|BATU BARA|SUMATERA UTARA|127|0|125|0
4/21/2019 11:45|61|53|https://pemilu2019.kpu.go.id/img/c/900/044/900044467/11685-07-C1-PPWP-X11.jpg, https://pemilu2019.kpu.go.id/img/c/900/044/900044467/11685-07-C1-PPWP-X12.jpg|158|114|114|114|0|TPS 07|EMPAT NEGERI|LIMA PULUH|BATU BARA|SUMATERA UTARA|114|0|114|0
4/21/2019 11:45|81|87|https://pemilu2019.kpu.go.id/img/c/900/044/900044468/11685-08-C1-PPWP-X13.jpg, https://pemilu2019.kpu.go.id/img/c/900/044/900044468/11685-08-C1-PPWP-X14.jpg|237|168|171|171|3|TPS 08|EMPAT NEGERI|LIMA PULUH|BATU BARA|SUMATERA UTARA|171|0|168|0
4/21/2019 11:45|84|54|https://pemilu2019.kpu.go.id/img/c/900/044/900044469/11685-09-C1-PPWP-X15.jpg, https://pemilu2019.kpu.go.id/img/c/900/044/900044469/11685-09-C1-PPWP-X16.jpg|193|138|138|138|0|TPS 09|EMPAT NEGERI|LIMA PULUH|BATU BARA|SUMATERA UTARA|138|0|138|0
4/21/2019 11:45|47|90|https://pemilu2019.kpu.go.id/img/c/900/044/900044470/11685-10-C1-PPWP-X17.jpg, https://pemilu2019.kpu.go.id/img/c/900/044/900044470/11685-10-C1-PPWP-X18.jpg|210|137|142|142|5|TPS 10|EMPAT NEGERI|LIMA PULUH|BATU BARA|SUMATERA UTARA|142|0|137|0
4/21/2019 11:45|30|108|https://pemilu2019.kpu.go.id/img/c/900/044/900044471/11685-11-C1-PPWP-X19.jpg, https://pemilu2019.kpu.go.id/img/c/900/044/900044471/11685-11-C1-PPWP-X20.jpg|186|138|139|139|1|TPS 11|EMPAT NEGERI|LIMA PULUH|BATU BARA|SUMATERA UTARA|139|0|138|0
4/21/2019 11:45|36|108|https://pemilu2019.kpu.go.id/img/c/900/044/900044472/11685-12-C1-PPWP-X21.jpg, https://pemilu2019.kpu.go.id/img/c/900/044/900044472/11685-12-C1-PPWP-X22.jpg|195|144|144|144|0|TPS 12|EMPAT NEGERI|LIMA PULUH|BATU BARA|SUMATERA UTARA|144|0|144|0
4/21/2019 11:45|39|102|https://pemilu2019.kpu.go.id/img/c/900/044/900044473/11685-13-C1-PPWP-X23.jpg, https://pemilu2019.kpu.go.id/img/c/900/044/900044473/11685-13-C1-PPWP-X24.jpg|209|141|143|143|2|TPS 13|EMPAT NEGERI|LIMA PULUH|BATU BARA|SUMATERA UTARA|143|0|141|0
4/21/2019 11:45|23|140|https://pemilu2019.kpu.go.id/img/c/900/044/900044416/11681-01-C1-PPWP-X1.jpg, https://pemilu2019.kpu.go.id/img/c/900/044/900044416/11681-01-C1-PPWP-X2.jpg|211|163|165|165|2|TPS 01|GAMBUS LAUT|LIMA PULUH|BATU BARA|SUMATERA UTARA|165|0|163|0
4/21/2019 11:45|20|153|https://pemilu2019.kpu.go.id/img/c/900/044/900044417/11681-02-C1-PPWP-X3.jpg, https://pemilu2019.kpu.go.id/img/c/900/044/900044417/11681-02-C1-PPWP-X4.jpg|230|173|177|177|4|TPS 02|GAMBUS LAUT|LIMA PULUH|BATU BARA|SUMATERA UTARA|177|0|173|0
4/21/2019 11:45|112|48|https://pemilu2019.kpu.go.id/img/c/900/044/900044418/11681-03-C1-PPWP-X5.jpg, https://pemilu2019.kpu.go.id/img/c/900/044/900044418/11681-03-C1-PPWP-X6.jpg|197|160|161|161|1|TPS 03|GAMBUS LAUT|LIMA PULUH|BATU BARA|SUMATERA UTARA|161|0|160|0
4/21/2019 11:45|116|13|https://pemilu2019.kpu.go.id/img/c/900/044/900044419/11681-04-C1-PPWP-X7.jpg, https://pemilu2019.kpu.go.id/img/c/900/044/900044419/11681-04-C1-PPWP-X8.jpg|183|129|129|129|0|TPS 04|GAMBUS LAUT|LIMA PULUH|BATU BARA|SUMATERA UTARA|129|0|129|0
4/21/2019 11:45|41|109|https://pemilu2019.kpu.go.id/img/c/900/044/900044420/11681-05-C1-PPWP-X9.jpg, https://pemilu2019.kpu.go.id/img/c/900/044/900044420/11681-05-C1-PPWP-X10.jpg|228|150|152|152|2|TPS 05|GAMBUS LAUT|LIMA PULUH|BATU BARA|SUMATERA UTARA|152|0|150|0
4/21/2019 11:45|31|135|https://pemilu2019.kpu.go.id/img/c/900/044/900044421/11681-06-C1-PPWP-X11.jpg, https://pemilu2019.kpu.go.id/img/c/900/044/900044421/11681-06-C1-PPWP-X12.jpg|241|166|173|173|7|TPS 06|GAMBUS LAUT|LIMA PULUH|BATU BARA|SUMATERA UTARA|173|0|166|0
4/21/2019 11:45|99|44|https://pemilu2019.kpu.go.id/img/c/900/044/900044422/11681-07-C1-PPWP-X13.jpg, https://pemilu2019.kpu.go.id/img/c/900/044/900044422/11681-07-C1-PPWP-X14.jpg|224|143|148|148|5|TPS 07|GAMBUS LAUT|LIMA PULUH|BATU BARA|SUMATERA UTARA|148|0|143|0
4/21/2019 11:45|88|78|https://pemilu2019.kpu.go.id/img/c/900/044/900044423/11681-08-C1-PPWP-X15.jpg, https://pemilu2019.kpu.go.id/img/c/900/044/900044423/11681-08-C1-PPWP-X16.jpg|232|166|167|167|1|TPS 08|GAMBUS LAUT|LIMA PULUH|BATU BARA|SUMATERA UTARA|167|0|166|0
4/21/2019 11:45|64|101|https://pemilu2019.kpu.go.id/img/c/900/044/900044424/11681-09-C1-PPWP-X17.jpg, https://pemilu2019.kpu.go.id/img/c/900/044/900044424/11681-09-C1-PPWP-X18.jpg|223|165|170|170|5|TPS 09|GAMBUS LAUT|LIMA PULUH|BATU BARA|SUMATERA UTARA|170|0|165|0
4/21/2019 11:45|74|87|https://pemilu2019.kpu.go.id/img/c/900/044/900044425/11681-10-C1-PPWP-X19.jpg, https://pemilu2019.kpu.go.id/img/c/900/044/900044425/11681-10-C1-PPWP-X20.jpg|218|161|164|164|3|TPS 10|GAMBUS LAUT|LIMA PULUH|BATU BARA|SUMATERA UTARA|164|0|161|0
4/21/2019 11:45|40|127|https://pemilu2019.kpu.go.id/img/c/900/044/900044426/11681-11-C1-PPWP-X21.jpg, https://pemilu2019.kpu.go.id/img/c/900/044/900044426/11681-11-C1-PPWP-X22.jpg|220|167|171|171|4|TPS 11|GAMBUS LAUT|LIMA PULUH|BATU BARA|SUMATERA UTARA|171|0|167|0
4/21/2019 11:45|23|139|https://pemilu2019.kpu.go.id/img/c/900/044/900044427/11681-12-C1-PPWP-X23.jpg, https://pemilu2019.kpu.go.id/img/c/900/044/900044427/11681-12-C1-PPWP-X24.jpg|225|162|165|165|3|TPS 12|GAMBUS LAUT|LIMA PULUH|BATU BARA|SUMATERA UTARA|165|0|162|0
4/21/2019 11:45|19|124|https://pemilu2019.kpu.go.id/img/c/900/044/900044428/11681-13-C1-PPWP-X25.jpg, https://pemilu2019.kpu.go.id/img/c/900/044/900044428/11681-13-C1-PPWP-X26.jpg|196|143|145|145|2|TPS 13|GAMBUS LAUT|LIMA PULUH|BATU BARA|SUMATERA UTARA|145|0|143|0
4/21/2019 11:45|53|110|https://pemilu2019.kpu.go.id/img/c/900/044/900044429/11681-14-C1-PPWP-X27.jpg, https://pemilu2019.kpu.go.id/img/c/900/044/900044429/11681-14-C1-PPWP-X28.jpg|210|163|165|165|2|TPS 14|GAMBUS LAUT|LIMA PULUH|BATU BARA|SUMATERA UTARA|165|0|163|0
4/21/2019 11:45|22|131|https://pemilu2019.kpu.go.id/img/c/900/044/900044430/11681-15-C1-PPWP-X29.jpg, https://pemilu2019.kpu.go.id/img/c/900/044/900044430/11681-15-C1-PPWP-X30.jpg|218|153|156|156|3|TPS 15|GAMBUS LAUT|LIMA PULUH|BATU BARA|SUMATERA UTARA|156|0|153|0
4/21/2019 11:45|51|62|https://pemilu2019.kpu.go.id/img/c/900/044/900044431/11681-16-C1-PPWP-X31.jpg, https://pemilu2019.kpu.go.id/img/c/900/044/900044431/11681-16-C1-PPWP-X32.jpg|178|113|117|117|4|TPS 16|GAMBUS LAUT|LIMA PULUH|BATU BARA|SUMATERA UTARA|117|0|113|0
4/21/2019 11:45|89|73|https://pemilu2019.kpu.go.id/img/c/900/044/900044432/11681-17-C1-PPWP-X33.jpg, https://pemilu2019.kpu.go.id/img/c/900/044/900044432/11681-17-C1-PPWP-X34.jpg|220|162|163|163|1|TPS 17|GAMBUS LAUT|LIMA PULUH|BATU BARA|SUMATERA UTARA|163|0|162|0
4/21/2019 11:45|39|136|https://pemilu2019.kpu.go.id/img/c/900/044/900044433/11681-18-C1-PPWP-X35.jpg, https://pemilu2019.kpu.go.id/img/c/900/044/900044433/11681-18-C1-PPWP-X36.jpg|230|175|176|176|1|TPS 18|GAMBUS LAUT|LIMA PULUH|BATU BARA|SUMATERA UTARA|176|0|175|0
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 01|GUNTUNG|LIMA PULUH|BATU BARA|SUMATERA UTARA||||
4/21/2019 11:45|20|103|https://pemilu2019.kpu.go.id/img/c/900/044/900044475/11686-02-C1-PPWP-X1.jpg, https://pemilu2019.kpu.go.id/img/c/900/044/900044475/11686-02-C1-PPWP-X2.jpg|200|123|127|127|4|TPS 02|GUNTUNG|LIMA PULUH|BATU BARA|SUMATERA UTARA|127|0|123|0
4/21/2019 11:45|30|97|https://pemilu2019.kpu.go.id/img/c/900/044/900044476/11686-03-C1-PPWP-X3.jpg, https://pemilu2019.kpu.go.id/img/c/900/044/900044476/11686-03-C1-PPWP-X4.jpg|235|127|131|131|4|TPS 03|GUNTUNG|LIMA PULUH|BATU BARA|SUMATERA UTARA|131|0|127|0
4/21/2019 11:45|44|112|https://pemilu2019.kpu.go.id/img/c/900/044/900044477/11686-04-C1-PPWP-X5.jpg, https://pemilu2019.kpu.go.id/img/c/900/044/900044477/11686-04-C1-PPWP-X6.jpg|261|156|160|160|4|TPS 04|GUNTUNG|LIMA PULUH|BATU BARA|SUMATERA UTARA|160|0|156|0
4/21/2019 11:45|14|136|https://pemilu2019.kpu.go.id/img/c/900/044/900044478/11686-05-C1-PPWP-X7.jpg, https://pemilu2019.kpu.go.id/img/c/900/044/900044478/11686-05-C1-PPWP-X8.jpg|208|150|150|150|0|TPS 05|GUNTUNG|LIMA PULUH|BATU BARA|SUMATERA UTARA|150|0|150|0
4/21/2019 11:45|8|129|https://pemilu2019.kpu.go.id/img/c/900/044/900044479/11686-06-C1-PPWP-X9.jpg, https://pemilu2019.kpu.go.id/img/c/900/044/900044479/11686-06-C1-PPWP-X10.jpg|242|137|137|137|0|TPS 06|GUNTUNG|LIMA PULUH|BATU BARA|SUMATERA UTARA|137|0|137|0
4/21/2019 11:45|16|78|https://pemilu2019.kpu.go.id/img/c/900/044/900044480/11686-07-C1-PPWP-X11.jpg, https://pemilu2019.kpu.go.id/img/c/900/044/900044480/11686-07-C1-PPWP-X12.jpg|202|94|95|95|1|TPS 07|GUNTUNG|LIMA PULUH|BATU BARA|SUMATERA UTARA|95|0|94|0
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 08|GUNTUNG|LIMA PULUH|BATU BARA|SUMATERA UTARA||||
4/21/2019 11:45|20|107|https://pemilu2019.kpu.go.id/img/c/900/044/900044482/11686-09-C1-PPWP-X13.jpg, https://pemilu2019.kpu.go.id/img/c/900/044/900044482/11686-09-C1-PPWP-X14.jpg|187|127|128|128|1|TPS 09|GUNTUNG|LIMA PULUH|BATU BARA|SUMATERA UTARA|128|0|127|0
4/21/2019 11:45|20|120|https://pemilu2019.kpu.go.id/img/c/900/044/900044483/11686-10-C1-PPWP-X15.jpg, https://pemilu2019.kpu.go.id/img/c/900/044/900044483/11686-10-C1-PPWP-X16.jpg|209|140|141|141|1|TPS 10|GUNTUNG|LIMA PULUH|BATU BARA|SUMATERA UTARA|141|0|140|0
4/21/2019 11:45|21|130|https://pemilu2019.kpu.go.id/img/c/900/044/900044484/11686-11-C1-PPWP-X1.jpg, https://pemilu2019.kpu.go.id/img/c/900/044/900044484/11686-11-C1-PPWP-X2.jpg|214|151|153|153|2|TPS 11|GUNTUNG|LIMA PULUH|BATU BARA|SUMATERA UTARA|153|0|151|0
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 12|GUNTUNG|LIMA PULUH|BATU BARA|SUMATERA UTARA||||
4/21/2019 11:45|74|76|https://pemilu2019.kpu.go.id/img/c/900/790/900790120/87794-1-C1-PPWP-X1.jpg, https://pemilu2019.kpu.go.id/img/c/900/790/900790120/87794-1-C1-PPWP-X2.jpg|205|150|153|153|3|TPS 1|GUNUNGBANDUNG|LIMA PULUH|BATU BARA|SUMATERA UTARA|153|0|150|0
4/21/2019 11:45|84|73|https://pemilu2019.kpu.go.id/img/c/900/790/900790121/87794-2-C1-PPWP-X3.jpg, https://pemilu2019.kpu.go.id/img/c/900/790/900790121/87794-2-C1-PPWP-X4.jpg|200|157|160|160|3|TPS 2|GUNUNGBANDUNG|LIMA PULUH|BATU BARA|SUMATERA UTARA|160|0|157|0
4/21/2019 11:45|85|80|https://pemilu2019.kpu.go.id/img/c/900/790/900790122/87794-3-C1-PPWP-X5.jpg, https://pemilu2019.kpu.go.id/img/c/900/790/900790122/87794-3-C1-PPWP-X6.jpg|227|165|166|166|1|TPS 3|GUNUNGBANDUNG|LIMA PULUH|BATU BARA|SUMATERA UTARA|166|0|165|0
4/21/2019 11:45|65|91|https://pemilu2019.kpu.go.id/img/c/900/790/900790123/87794-4-C1-PPWP-X7.jpg, https://pemilu2019.kpu.go.id/img/c/900/790/900790123/87794-4-C1-PPWP-X8.jpg|187|156|159|159|3|TPS 4|GUNUNGBANDUNG|LIMA PULUH|BATU BARA|SUMATERA UTARA|159|0|156|0
4/21/2019 11:45|55|104|https://pemilu2019.kpu.go.id/img/c/900/790/900790124/87794-5-C1-PPWP-X9.jpg, https://pemilu2019.kpu.go.id/img/c/900/790/900790124/87794-5-C1-PPWP-X10.jpg|201|159|159|159|0|TPS 5|GUNUNGBANDUNG|LIMA PULUH|BATU BARA|SUMATERA UTARA|159|0|159|0
4/21/2019 11:45|41|102|https://pemilu2019.kpu.go.id/img/c/900/790/900790125/87794-6-C1-PPWP-X11.jpg, https://pemilu2019.kpu.go.id/img/c/900/790/900790125/87794-6-C1-PPWP-X12.jpg|205|143|143|143|0|TPS 6|GUNUNGBANDUNG|LIMA PULUH|BATU BARA|SUMATERA UTARA|143|0|143|0
4/21/2019 11:45|107|60|https://pemilu2019.kpu.go.id/img/c/900/044/900044486/11687-1-C1-PPWP-X1.jpg, https://pemilu2019.kpu.go.id/img/c/900/044/900044486/11687-1-C1-PPWP-X2.jpg|207|167|170|170|3|TPS 1|KUALA GUNUNG|LIMA PULUH|BATU BARA|SUMATERA UTARA|170|0|167|0
4/21/2019 11:45|36|185|https://pemilu2019.kpu.go.id/img/c/900/044/900044487/11687-2-C1-PPWP-X3.jpg, https://pemilu2019.kpu.go.id/img/c/900/044/900044487/11687-2-C1-PPWP-X4.jpg|302|221|223|223|2|TPS 2|KUALA GUNUNG|LIMA PULUH|BATU BARA|SUMATERA UTARA|223|0|221|0
4/21/2019 11:45|47|176|https://pemilu2019.kpu.go.id/img/c/900/044/900044488/11687-3-C1-PPWP-X5.jpg, https://pemilu2019.kpu.go.id/img/c/900/044/900044488/11687-3-C1-PPWP-X6.jpg|262|223|225|225|2|TPS 3|KUALA GUNUNG|LIMA PULUH|BATU BARA|SUMATERA UTARA|225|0|223|0
4/21/2019 11:45|101|34|https://pemilu2019.kpu.go.id/img/c/900/044/900044489/11687-4-C1-PPWP-X7.jpg, https://pemilu2019.kpu.go.id/img/c/900/044/900044489/11687-4-C1-PPWP-X8.jpg|167|135|135|135|0|TPS 4|KUALA GUNUNG|LIMA PULUH|BATU BARA|SUMATERA UTARA|135|0|135|0
4/21/2019 11:45|91|47|https://pemilu2019.kpu.go.id/img/c/900/044/900044490/11687-5-C1-PPWP-X9.jpg, https://pemilu2019.kpu.go.id/img/c/900/044/900044490/11687-5-C1-PPWP-X10.jpg|197|138|138|138|0|TPS 5|KUALA GUNUNG|LIMA PULUH|BATU BARA|SUMATERA UTARA|138|0|138|0
4/21/2019 11:45|105|21|https://pemilu2019.kpu.go.id/img/c/900/044/900044491/11687-6-C1-PPWP-X11.jpg, https://pemilu2019.kpu.go.id/img/c/900/044/900044491/11687-6-C1-PPWP-X12.jpg|165|126|127|127|1|TPS 6|KUALA GUNUNG|LIMA PULUH|BATU BARA|SUMATERA UTARA|127|0|126|0
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 01|LIMA PULUH KOTA|LIMA PULUH|BATU BARA|SUMATERA UTARA||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 02|LIMA PULUH KOTA|LIMA PULUH|BATU BARA|SUMATERA UTARA||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 03|LIMA PULUH KOTA|LIMA PULUH|BATU BARA|SUMATERA UTARA||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 04|LIMA PULUH KOTA|LIMA PULUH|BATU BARA|SUMATERA UTARA||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 05|LIMA PULUH KOTA|LIMA PULUH|BATU BARA|SUMATERA UTARA||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 06|LIMA PULUH KOTA|LIMA PULUH|BATU BARA|SUMATERA UTARA||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 07|LIMA PULUH KOTA|LIMA PULUH|BATU BARA|SUMATERA UTARA||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 08|LIMA PULUH KOTA|LIMA PULUH|BATU BARA|SUMATERA UTARA||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 09|LIMA PULUH KOTA|LIMA PULUH|BATU BARA|SUMATERA UTARA||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 10|LIMA PULUH KOTA|LIMA PULUH|BATU BARA|SUMATERA UTARA||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 11|LIMA PULUH KOTA|LIMA PULUH|BATU BARA|SUMATERA UTARA||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 12|LIMA PULUH KOTA|LIMA PULUH|BATU BARA|SUMATERA UTARA||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 13|LIMA PULUH KOTA|LIMA PULUH|BATU BARA|SUMATERA UTARA||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 14|LIMA PULUH KOTA|LIMA PULUH|BATU BARA|SUMATERA UTARA||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 15|LIMA PULUH KOTA|LIMA PULUH|BATU BARA|SUMATERA UTARA||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 16|LIMA PULUH KOTA|LIMA PULUH|BATU BARA|SUMATERA UTARA||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|LUBUK BESAR|LIMA PULUH|BATU BARA|SUMATERA UTARA||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 2|LUBUK BESAR|LIMA PULUH|BATU BARA|SUMATERA UTARA||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 3|LUBUK BESAR|LIMA PULUH|BATU BARA|SUMATERA UTARA||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 4|LUBUK BESAR|LIMA PULUH|BATU BARA|SUMATERA UTARA||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 5|LUBUK BESAR|LIMA PULUH|BATU BARA|SUMATERA UTARA||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 6|LUBUK BESAR|LIMA PULUH|BATU BARA|SUMATERA UTARA||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 7|LUBUK BESAR|LIMA PULUH|BATU BARA|SUMATERA UTARA||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 8|LUBUK BESAR|LIMA PULUH|BATU BARA|SUMATERA UTARA||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 01|LUBUK CUIK|LIMA PULUH|BATU BARA|SUMATERA UTARA||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 02|LUBUK CUIK|LIMA PULUH|BATU BARA|SUMATERA UTARA||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 03|LUBUK CUIK|LIMA PULUH|BATU BARA|SUMATERA UTARA||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 04|LUBUK CUIK|LIMA PULUH|BATU BARA|SUMATERA UTARA||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 05|LUBUK CUIK|LIMA PULUH|BATU BARA|SUMATERA UTARA||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 06|LUBUK CUIK|LIMA PULUH|BATU BARA|SUMATERA UTARA||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 07|LUBUK CUIK|LIMA PULUH|BATU BARA|SUMATERA UTARA||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 08|LUBUK CUIK|LIMA PULUH|BATU BARA|SUMATERA UTARA||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 09|LUBUK CUIK|LIMA PULUH|BATU BARA|SUMATERA UTARA||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 10|LUBUK CUIK|LIMA PULUH|BATU BARA|SUMATERA UTARA||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 11|LUBUK CUIK|LIMA PULUH|BATU BARA|SUMATERA UTARA||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 12|LUBUK CUIK|LIMA PULUH|BATU BARA|SUMATERA UTARA||||
